owner.id,taken_at_timestamp,location.id,insta_description
2441973,"1,449,344,367",540668309,breckenridge
2441973,"1,449,344,367",540668309,colorado
2441973,"1,449,344,367",540668309,breckenridgecolorado
2441973,"1,449,344,367",540668309,ski
2441973,"1,449,344,367",540668309,weekends
2441973,"1,449,353,039",292494,snowday
2441973,"1,449,353,039",292494,breckenridge
2441973,"1,449,353,039",292494,colorado
2441973,"1,449,353,039",292494,breckenridgecolorado
2441973,"1,449,353,039",292494,ski
2441973,"1,449,353,039",292494,weekends
2441973,"1,449,887,929",213813557,dadweekend
2441973,"1,449,887,929",213813557,dewtourweekend
2441973,"1,449,887,929",213813557,skiweekend
2441973,"1,449,887,929",213813557,colorado
2441973,"1,449,887,929",213813557,dewtour
2441973,"1,449,887,929",213813557,breck
2441973,"1,449,887,929",213813557,breckenridgecolorado
2441973,"1,449,887,929",213813557,ski
2441973,"1,449,888,099",213813557,breckenridgecolorado
2441973,"1,449,888,099",213813557,dewtourweekend
2441973,"1,449,888,099",213813557,skiweekend
2441973,"1,449,888,099",213813557,colorado
2441973,"1,449,888,099",213813557,pizzaparty
2441973,"1,449,888,099",213813557,dewtour
2441973,"1,449,888,099",213813557,breck
2441973,"1,449,888,099",213813557,dadweekend
2441973,"1,449,888,099",213813557,ski
2441973,"1,449,890,356",213813557,winterwhiteale
2441973,"1,449,890,356",213813557,skiweekend
2441973,"1,449,890,356",213813557,dewtourweekend
2441973,"1,449,890,356",213813557,colorado
2441973,"1,449,890,356",213813557,bellsbrewery
2441973,"1,449,890,356",213813557,pizzaparty
2441973,"1,449,890,356",213813557,dewtour
2441973,"1,449,890,356",213813557,rawk
2441973,"1,449,890,356",213813557,breckenridgecolorado
2441973,"1,449,890,356",213813557,ski
2441973,"1,449,890,356",213813557,twohearted
2441973,"1,449,929,375",213813557,dadweekend
2441973,"1,449,929,375",213813557,partytime
2441973,"1,449,929,375",213813557,skiweekend
2441973,"1,449,929,375",213813557,colorado
2441973,"1,449,929,375",213813557,dewtour
2441973,"1,449,929,375",213813557,breck
2441973,"1,449,929,375",213813557,rawk
2441973,"1,449,929,375",213813557,breckenridgecolorado
2441973,"1,449,929,375",213813557,weekends
2441973,"1,449,935,489",213493344,powderday
2441973,"1,449,935,489",213493344,partytime
2441973,"1,449,935,489",213493344,breckenridge
2441973,"1,449,935,489",213493344,skiweekend
2441973,"1,449,935,489",213493344,peak9
2441973,"1,449,935,489",213493344,dewtour
2441973,"1,449,935,489",213493344,breck
2441973,"1,449,935,489",213493344,ilovecolorado
2441973,"1,449,935,489",213493344,breckenridgecolorado
2441973,"1,449,935,489",213493344,weekends
2441973,"1,449,951,392",342010986,powderday
2441973,"1,449,951,392",342010986,partytime
2441973,"1,449,951,392",342010986,breckenridge
2441973,"1,449,951,392",342010986,skiweekend
2441973,"1,449,951,392",342010986,dewtour
2441973,"1,449,951,392",342010986,breck
2441973,"1,449,951,392",342010986,dadweekend
2441973,"1,449,951,392",342010986,weekends
2441973,"1,449,951,497",342010986,powderday
2441973,"1,449,951,497",342010986,partytime
2441973,"1,449,951,497",342010986,snowday
2441973,"1,449,951,497",342010986,breckenridge
2441973,"1,449,951,497",342010986,dewtour
2441973,"1,449,951,497",342010986,breck
2441973,"1,449,951,497",342010986,dadweekend
2441973,"1,449,951,497",342010986,weekends
2441973,"1,449,951,614",674481569,snowday
2441973,"1,449,951,614",674481569,partytime
2441973,"1,449,951,614",674481569,breckenridge
2441973,"1,449,951,614",674481569,ski
2441973,"1,449,951,614",674481569,colorado
2441973,"1,449,951,614",674481569,dewtour
2441973,"1,449,951,614",674481569,breck
2441973,"1,449,951,614",674481569,dadweekend
2441973,"1,449,951,614",674481569,lovemystate
2441973,"1,449,951,614",674481569,skibunny
2441973,"1,449,951,614",674481569,weekends
2441973,"1,449,951,763",234483880,powderday
2441973,"1,449,951,763",234483880,marionandmike
2441973,"1,449,951,763",234483880,partytime
2441973,"1,449,951,763",234483880,breckenridgecolorado
2441973,"1,449,951,763",234483880,breckenridge
2441973,"1,449,951,763",234483880,colorado
2441973,"1,449,951,763",234483880,dewtour
2441973,"1,449,951,763",234483880,breck
2441973,"1,449,951,763",234483880,dadweekend
2441973,"1,449,951,763",234483880,ski
2441973,"1,449,951,763",234483880,weekends
2441973,"1,449,953,169",234483880,powderday
2441973,"1,449,953,169",234483880,breckenridge
2441973,"1,449,953,169",234483880,skiweekend
2441973,"1,449,953,169",234483880,ski
2441973,"1,449,953,169",234483880,snow
2441973,"1,449,953,169",234483880,colorado
2441973,"1,449,953,169",234483880,dewtour
2441973,"1,449,953,169",234483880,breck
2441973,"1,449,953,169",234483880,breckenridgecolorado
2441973,"1,449,953,169",234483880,dadweekend
2441973,"1,449,953,169",234483880,skibunny
2441973,"1,449,954,305",674481569,powderday
2441973,"1,449,954,305",674481569,zealoptics
2441973,"1,449,954,305",674481569,dadweekend
2441973,"1,449,954,305",674481569,partytime
2441973,"1,449,954,305",674481569,breckenridge
2441973,"1,449,954,305",674481569,snow
2441973,"1,449,954,305",674481569,skiweekend
2441973,"1,449,954,305",674481569,grammasters3
2441973,"1,449,954,305",674481569,colorado
2441973,"1,449,954,305",674481569,dewtour
2441973,"1,449,954,305",674481569,breck
2441973,"1,449,954,305",674481569,ilovecolorado
2441973,"1,449,954,305",674481569,breckenridgecolorado
2441973,"1,449,954,305",674481569,ski
2441973,"1,449,954,305",674481569,skibunny
2441973,"1,449,957,634",213813557,powderday
2441973,"1,449,957,634",213813557,skiweekend
2441973,"1,449,957,634",213813557,naptime
2441973,"1,449,957,634",213813557,colorado
2441973,"1,449,957,634",213813557,dewtour
2441973,"1,449,957,634",213813557,breck
2441973,"1,449,957,634",213813557,ilovecolorado
2441973,"1,449,957,634",213813557,breckenridgecolorado
2441973,"1,449,957,634",213813557,weekends
2441973,"1,450,015,965",213813557,breckenridgecolorado
2441973,"1,450,015,965",213813557,breckenridge
2441973,"1,450,015,965",213813557,skiweekend
2441973,"1,450,015,965",213813557,colorado
2441973,"1,450,015,965",213813557,dewtour
2441973,"1,450,015,965",213813557,breck
2441973,"1,450,015,965",213813557,ilovecolorado
2441973,"1,450,015,965",213813557,dadweekend
2441973,"1,450,015,965",213813557,weekends
2441973,"1,450,015,965",213813557,morningview
2441973,"1,450,016,659",213813557,dadweekend
2441973,"1,450,016,659",213813557,snow
2441973,"1,450,016,659",213813557,colorado
2441973,"1,450,016,659",213813557,dewtour
2441973,"1,450,016,659",213813557,breck
2441973,"1,450,016,659",213813557,ilovecolorado
2441973,"1,450,016,659",213813557,breckenridgecolorado
2441973,"1,450,016,659",213813557,weekends
2441973,"1,450,017,097",330873330,zealoptics
2441973,"1,450,017,097",330873330,breckenridge
2441973,"1,450,017,097",330873330,snow
2441973,"1,450,017,097",330873330,ski
2441973,"1,450,017,097",330873330,colorado
2441973,"1,450,017,097",330873330,dewtour
2441973,"1,450,017,097",330873330,ilovecolorado
2441973,"1,450,017,097",330873330,breckenridgecolorado
2441973,"1,450,017,097",330873330,dadweekend
2441973,"1,450,017,097",330873330,morningview
2441973,"1,450,019,919",210986639,breckenridge
2441973,"1,450,019,919",210986639,snow
2441973,"1,450,019,919",210986639,colorado
2441973,"1,450,019,919",210986639,nofilterneeded
2441973,"1,450,019,919",210986639,bluebird
2441973,"1,450,019,919",210986639,dewtour
2441973,"1,450,019,919",210986639,breck
2441973,"1,450,019,919",210986639,dadweekend
2441973,"1,450,019,919",210986639,ski
2441973,"1,450,019,919",210986639,weekends
2441973,"1,450,024,346",210986639,breckenridge
2441973,"1,450,024,346",210986639,freeskislopestyle
2441973,"1,450,024,346",210986639,snow
2441973,"1,450,024,346",210986639,skiweekend
2441973,"1,450,024,346",210986639,ski
2441973,"1,450,024,346",210986639,colorado
2441973,"1,450,024,346",210986639,nofilterneeded
2441973,"1,450,024,346",210986639,dewtour
2441973,"1,450,024,346",210986639,breck
2441973,"1,450,024,346",210986639,slopestyle
2441973,"1,450,024,346",210986639,weekends
2441973,"1,450,025,241",210986639,freeski
2441973,"1,450,025,241",210986639,freeskislopestyle
2441973,"1,450,025,241",210986639,breckenridge
2441973,"1,450,025,241",210986639,skiweekend
2441973,"1,450,025,241",210986639,colorado
2441973,"1,450,025,241",210986639,womensfinals
2441973,"1,450,025,241",210986639,dewtour
2441973,"1,450,025,241",210986639,slopestyle
2441973,"1,450,025,241",210986639,ski
2441973,"1,450,025,241",210986639,finals
2441973,"1,450,030,393",210986639,breckenridge
2441973,"1,450,030,393",210986639,freeskislopestyle
2441973,"1,450,030,393",210986639,bluebird
2441973,"1,450,030,393",210986639,dewtour
2441973,"1,450,030,393",210986639,breck
2441973,"1,450,030,393",210986639,ski
2441973,"1,450,031,543",210986639,mensfinals
2441973,"1,450,031,543",210986639,freeskislopestyle
2441973,"1,450,031,543",210986639,breckenridge
2441973,"1,450,031,543",210986639,skiweekend
2441973,"1,450,031,543",210986639,colorado
2441973,"1,450,031,543",210986639,dewtour2015
2441973,"1,450,031,543",210986639,frenchbulldog
2441973,"1,450,031,543",210986639,dewtour
2441973,"1,450,031,543",210986639,breck
2441973,"1,450,031,543",210986639,ski
2441973,"1,450,034,654",210986639,mensfinals
2441973,"1,450,034,654",210986639,freeskislopestyle
2441973,"1,450,034,654",210986639,breckenridge
2441973,"1,450,034,654",210986639,skiweekend
2441973,"1,450,034,654",210986639,colorado
2441973,"1,450,034,654",210986639,dewtour2015
2441973,"1,450,034,654",210986639,guskentworthy
2441973,"1,450,034,654",210986639,dewtour
2441973,"1,450,034,654",210986639,breck
2441973,"1,450,034,654",210986639,slopestyle
2441973,"1,450,034,654",210986639,breckenridgecolorado
2441973,"1,450,034,654",210986639,ski
2441973,"1,450,038,871",213813557,breckenridge
2441973,"1,450,038,871",213813557,skiweekend
2441973,"1,450,038,871",213813557,grammasters3
2441973,"1,450,038,871",213813557,colorado
2441973,"1,450,038,871",213813557,jerrydog
2441973,"1,450,038,871",213813557,nofilterneeded
2441973,"1,450,038,871",213813557,denverdogs
2441973,"1,450,038,871",213813557,bluebird
2441973,"1,450,038,871",213813557,dewtour
2441973,"1,450,038,871",213813557,breck
2441973,"1,450,038,871",213813557,ski
2441973,"1,450,062,117",11290,sundayshows
2441973,"1,450,062,117",11290,colorado
2441973,"1,450,062,117",11290,nickibluhm
2441973,"1,450,062,117",11290,nickibluhmandthegramblers
2441973,"1,450,062,117",11290,thegothic
2441973,"1,450,062,117",11290,denverlife
2441973,"1,450,065,944",11290,girlcrush
2441973,"1,450,065,944",11290,nickibluhmandthegramblers
2441973,"1,450,065,944",11290,sundayshows
2441973,"1,450,065,944",11290,colorado
2441973,"1,450,065,944",11290,holidayshow
2441973,"1,450,065,944",11290,nickibluhm
2441973,"1,450,065,944",11290,denverlife
2441973,"1,450,065,944",11290,thegothic
2441973,"1,450,073,695",11290,wow
2441973,"1,450,073,695",11290,girlcrush
2441973,"1,450,073,695",11290,jeffersonairplane
2441973,"1,450,073,695",11290,sundayshows
2441973,"1,450,073,695",11290,colorado
2441973,"1,450,073,695",11290,holidayshow
2441973,"1,450,073,695",11290,graceslick
2441973,"1,450,073,695",11290,nickibluhmandthegramblers
2441973,"1,450,073,695",11290,thegothic
2441973,"1,450,073,695",11290,denverlife
2441973,"1,450,074,369",11290,girlcrush
2441973,"1,450,074,369",11290,jeffersonairplane
2441973,"1,450,074,369",11290,partytime
2441973,"1,450,074,369",11290,sundayshows
2441973,"1,450,074,369",11290,colorado
2441973,"1,450,074,369",11290,holidayshow
2441973,"1,450,074,369",11290,nickibluhm
2441973,"1,450,074,369",11290,velvetjumpsuit
2441973,"1,450,074,369",11290,graceslick
2441973,"1,450,074,369",11290,nickibluhmandthegramblers
2441973,"1,450,074,369",11290,thegothic
2441973,"1,450,074,369",11290,denverlife
2441973,"1,450,075,188",11290,girlcrush
