owner.id,taken_at_timestamp,location.id,insta_description
2441973,"1,450,075,188",11290,sundayshows
2441973,"1,450,075,188",11290,colorado
2441973,"1,450,075,188",11290,holidayshow
2441973,"1,450,075,188",11290,nickibluhm
2441973,"1,450,075,188",11290,nickibluhmandthegramblers
2441973,"1,450,075,188",11290,thegothic
2441973,"1,450,075,188",11290,denverlife
2441973,"1,450,100,832",11290,sundayshows
2441973,"1,450,100,832",11290,colorado
2441973,"1,450,100,832",11290,holidayshow
2441973,"1,450,100,832",11290,nickibluhm
2441973,"1,450,100,832",11290,nickibluhmandthegramblers
2441973,"1,450,100,832",11290,thegothic
2441973,"1,450,100,832",11290,denverlife
2441973,"1,450,106,073",11290,infamousstringdusters
2441973,"1,450,106,073",11290,girlcrush
2441973,"1,450,106,073",11290,nickibluhmandthegramblers
2441973,"1,450,106,073",11290,sundayshows
2441973,"1,450,106,073",11290,colorado
2441973,"1,450,106,073",11290,deepelemblues
2441973,"1,450,106,073",11290,holidayshow
2441973,"1,450,106,073",11290,nickibluhm
2441973,"1,450,106,073",11290,gratefuldead
2441973,"1,450,106,073",11290,denverlife
2441973,"1,450,106,073",11290,thegothic
2441973,"1,450,128,708",213813557,breckenridge
2441973,"1,450,128,708",213813557,colorado
2441973,"1,450,128,708",213813557,breck
2441973,"1,450,128,708",213813557,ski
2441973,"1,450,128,708",213813557,weekends
2441973,"1,450,590,187",7459,saturdays
2441973,"1,450,590,187",7459,colorado
2441973,"1,450,590,187",7459,joerussosalmostdead
2441973,"1,450,590,187",7459,denverlife
2441973,"1,450,590,187",7459,jrad
2441973,"1,450,658,180",213375039,beer
2441973,"1,450,658,180",213375039,christmasale
2441973,"1,450,658,180",213375039,christmas
2441973,"1,450,658,180",213375039,vacation
2441973,"1,450,658,180",213375039,bellsbrewery
2441973,"1,450,658,180",213375039,beirstation
2441973,"1,450,658,180",213375039,twohearted
2441973,"1,450,658,180",213375039,bells
2441973,"1,450,721,155",12418533,christmas
2441973,"1,450,721,155",12418533,kansascity
2441973,"1,450,721,272",12418533,santaparty
2441973,"1,450,721,272",12418533,christmas
2441973,"1,450,721,272",12418533,kansascity
2441973,"1,450,726,229",166032,cow
2441973,"1,450,726,229",166032,library
2441973,"1,450,726,229",166032,christmas
2441973,"1,450,726,229",166032,kansascity
2441973,"1,450,807,205",6712391,franklloydwright
2441973,"1,450,807,205",6712391,architecture
2441973,"1,450,811,475",213916116,architecture
2441973,"1,450,811,475",213916116,christmas
2441973,"1,450,811,475",213916116,kansascity
2441973,"1,450,894,572",213375039,clairebug
2441973,"1,450,894,572",213375039,killinit
2441973,"1,450,894,572",213375039,christmas
2441973,"1,450,894,572",213375039,kansascity
2441973,"1,450,917,976",3001119,sweetwater420
2441973,"1,450,917,976",3001119,terrapinbeerco
2441973,"1,450,917,976",3001119,floridabound
2441973,"1,450,917,976",3001119,atl
2441973,"1,450,990,484",214051073,psmc
2441973,"1,450,990,484",214051073,pensacolaflorida
2441973,"1,450,990,484",214051073,christmas
2441973,"1,451,001,420",5822284,vinylcollection
2441973,"1,451,001,420",5822284,recordcollection
2441973,"1,451,001,420",5822284,wax
2441973,"1,451,001,420",5822284,revolverrecords
2441973,"1,451,001,420",5822284,christmas
2441973,"1,451,001,420",5822284,pensacolaflorida
2441973,"1,451,001,420",5822284,vinylcollectionpost
2441973,"1,451,001,420",5822284,marionsvinyl
2441973,"1,451,009,807",625596444,familytime
2441973,"1,451,009,807",625596444,pensacolaflorida
2441973,"1,451,009,807",625596444,christmas
2441973,"1,451,018,925",5822284,vinyl
2441973,"1,451,018,925",5822284,vinylcollection
2441973,"1,451,018,925",5822284,recordcollection
2441973,"1,451,018,925",5822284,vinylplaat
2441973,"1,451,018,925",5822284,wax
2441973,"1,451,018,925",5822284,florida
2441973,"1,451,018,925",5822284,happymarion
2441973,"1,451,018,925",5822284,revolverrecords
2441973,"1,451,018,925",5822284,christmas
2441973,"1,451,018,925",5822284,pensacolaflorida
2441973,"1,451,018,925",5822284,vinylcollectionpost
2441973,"1,451,018,925",5822284,marionsvinyl
2441973,"1,451,072,965",258225765,perdidokey
2441973,"1,451,072,965",258225765,florida
2441973,"1,451,072,965",258225765,sanddollar
2441973,"1,451,072,965",258225765,christmas
2441973,"1,451,072,965",258225765,beachday
2441973,"1,451,073,049",258225765,florida
2441973,"1,451,073,049",258225765,perdidokey
2441973,"1,451,073,049",258225765,christmas
2441973,"1,451,073,049",258225765,whitechristmas
2441973,"1,451,073,049",258225765,beachday
2441973,"1,451,187,954",264126,partytime
2441973,"1,451,187,954",264126,florida
2441973,"1,451,187,954",264126,bigdaddyfox
2441973,"1,451,187,954",264126,sevillequarter
2441973,"1,451,187,954",264126,pensacolaflorida
2441973,"1,451,253,114",630616051,rowanoak
2441973,"1,451,253,114",630616051,williamfaulkner
2441973,"1,451,253,114",630616051,oxfordmississippi
2441973,"1,451,253,696",305432,oxfordmississippi
2441973,"1,451,254,361",305432,oxfordmississippi
2441973,"1,451,318,078",630616051,mississippifortheday
2441973,"1,451,318,078",630616051,Faulkner
2441973,"1,451,318,078",630616051,rowanoak
2441973,"1,451,318,078",630616051,williamfaulkner
2441973,"1,451,318,078",630616051,oxfordmississippi
2441973,"1,451,318,078",630616051,memories
2441973,"1,451,318,163",305432,mississippifortheday
2441973,"1,451,318,163",305432,memories
2441973,"1,451,318,163",305432,thelyricoxford
2441973,"1,451,318,163",305432,oxfordmississippi
2441973,"1,451,577,655",7459,umphreys
2441973,"1,451,577,655",7459,denverlife
2441973,"1,451,577,655",7459,colorado
2441973,"1,451,577,655",7459,umphlove
2441973,"1,451,711,391",7459,umphreys
2441973,"1,451,711,391",7459,denverlife
2441973,"1,451,711,391",7459,nye
2441973,"1,451,711,391",7459,umphlove
2441973,"1,451,711,460",7459,umphreys
2441973,"1,451,711,460",7459,nye!
2441973,"1,451,711,460",7459,colorado
2441973,"1,451,711,460",7459,umphlove
2441973,"1,451,746,955",7459,umphreys
2441973,"1,451,746,955",7459,denverlife
2441973,"1,451,746,955",7459,colorado
2441973,"1,451,746,955",7459,umphlove
2441973,"1,451,747,042",7459,partytime
2441973,"1,451,747,042",7459,umphlove
2441973,"1,451,747,042",7459,umphreys
2441973,"1,451,747,042",7459,colorado
2441973,"1,451,747,042",7459,nye
2441973,"1,451,747,042",7459,denverlife
2441973,"1,451,747,294",7459,partytime
2441973,"1,451,747,294",7459,umphlove
2441973,"1,451,747,294",7459,umphreys
2441973,"1,451,747,294",7459,colorado
2441973,"1,451,747,294",7459,nye
2441973,"1,451,747,294",7459,denverlife
2441973,"1,451,772,724",217702209,crookedstave
2441973,"1,451,772,724",217702209,denverlife
2441973,"1,451,772,724",217702209,colorado
2441973,"1,451,808,633",7459,markronson
2441973,"1,451,808,633",7459,umphreys
2441973,"1,451,808,633",7459,umphlove
2441973,"1,451,808,633",7459,colorado
2441973,"1,451,808,633",7459,daffodil
2441973,"1,451,808,633",7459,denverlife
2441973,"1,452,371,706",213325008,keystone
2441973,"1,452,371,706",213325008,partytime
2441973,"1,452,371,706",213325008,skiweekend
2441973,"1,452,371,706",213325008,colorado
2441973,"1,452,371,706",213325008,bellsbrewery
2441973,"1,452,371,706",213325008,twohearted
2441973,"1,452,383,485",861996,keystone
2441973,"1,452,383,485",861996,partytime
2441973,"1,452,383,485",861996,colorado
2441973,"1,452,383,485",861996,bellsbrewery
2441973,"1,452,383,485",861996,pizza
2441973,"1,452,383,485",861996,twohearted
2441973,"1,452,388,823",213325008,keystone
2441973,"1,452,388,823",213325008,partytime
2441973,"1,452,388,823",213325008,skiweekend
2441973,"1,452,388,823",213325008,colorado
2441973,"1,452,388,823",213325008,weekends
2441973,"1,452,538,464",213325008,keystone
2441973,"1,452,538,464",213325008,skiweekend
2441973,"1,452,538,464",213325008,colorado
2441973,"1,452,538,464",213325008,weekends
2441973,"1,452,538,464",213325008,mountains
2441973,"1,452,546,256",861996,keystone
2441973,"1,452,546,256",861996,partytime
2441973,"1,452,546,256",861996,skiweekend
2441973,"1,452,546,256",861996,colorado
2441973,"1,452,546,256",861996,epicmix
2441973,"1,452,546,256",861996,mountains
2441973,"1,453,516,070",101654,jacksmannequin
2441973,"1,453,516,070",101654,soemo
2441973,"1,453,516,070",101654,flashbackfriday
2441973,"1,453,516,070",101654,somethingcorporate
2441973,"1,453,516,070",101654,theogden
2441973,"1,453,531,098",101654,jacksmannequin
2441973,"1,453,531,098",101654,colorado
2441973,"1,453,531,098",101654,somethingcorporate
2441973,"1,453,531,098",101654,endnight
2441973,"1,453,531,098",101654,theogden
2441973,"1,453,531,098",101654,denverlife
2441973,"1,453,786,186",4599325,vinyligclub
2441973,"1,453,786,186",4599325,vinylcollectionpost
2441973,"1,453,786,186",4599325,recordcollection
2441973,"1,453,786,186",4599325,vinylplaat
2441973,"1,453,786,186",4599325,wax
2441973,"1,453,786,186",4599325,beerandvinyl
2441973,"1,453,786,186",4599325,nowspinning
2441973,"1,453,786,186",4599325,theband
2441973,"1,453,786,186",4599325,turntablepils
2441973,"1,453,786,186",4599325,thelastwaltz
2441973,"1,453,786,186",4599325,vinylandbeer
2441973,"1,453,786,186",4599325,vinylcollection
2441973,"1,453,786,186",4599325,greatlakesbrewery
2441973,"1,453,786,186",4599325,denverlife
2441973,"1,453,786,186",4599325,recordsandbeer
2441973,"1,453,786,186",4599325,marionsvinyl
2441973,"1,453,786,186",4599325,instavinyl
2441973,"1,454,108,879",18797,redrocks
2441973,"1,454,108,879",18797,theview
2441973,"1,454,108,879",18797,redrocksamphitheater
2441973,"1,454,108,879",18797,girlshike
2441973,"1,454,108,879",18797,colorado
2441973,"1,454,108,879",18797,denverdogs
2441973,"1,454,108,879",18797,tgif
2441973,"1,454,108,879",18797,lilydog
2441973,"1,454,108,879",18797,denverlife
2441973,"1,454,109,021",18797,hike
2441973,"1,454,109,021",18797,redrocks
2441973,"1,454,109,021",18797,theview
2441973,"1,454,109,021",18797,redrocksamphitheater
2441973,"1,454,109,021",18797,grammasters3
2441973,"1,454,109,021",18797,colorado
2441973,"1,454,109,021",18797,denverdogs
2441973,"1,454,109,021",18797,tgif
2441973,"1,454,109,021",18797,lilydog
2441973,"1,454,181,505",861996,keystone
2441973,"1,454,181,505",861996,coloradical
2441973,"1,454,181,505",861996,skiweekend
2441973,"1,454,181,505",861996,colorado
2441973,"1,454,181,505",861996,sunshine
2441973,"1,454,181,505",861996,ilovecolorado
2441973,"1,454,181,505",861996,ski
2441973,"1,454,181,560",861996,keystone
2441973,"1,454,181,560",861996,coloradical
2441973,"1,454,181,560",861996,skiweekend
2441973,"1,454,181,560",861996,colorado
2441973,"1,454,181,560",861996,ilovecolorado
2441973,"1,454,181,560",861996,ski
2441973,"1,454,181,651",861996,keystone
2441973,"1,454,181,651",861996,coloradical
2441973,"1,454,181,651",861996,partytime
2441973,"1,454,181,651",861996,breckenridge
2441973,"1,454,181,651",861996,skiweekend
2441973,"1,454,181,651",861996,colorado
2441973,"1,454,181,651",861996,ilovecolorado
2441973,"1,454,181,651",861996,ski
2441973,"1,454,197,354",861996,marionandmike
2441973,"1,454,197,354",861996,keystone
2441973,"1,454,197,354",861996,coloradical
2441973,"1,454,197,354",861996,partytime
2441973,"1,454,197,354",861996,skiweekend
2441973,"1,454,197,354",861996,colorado
2441973,"1,454,197,354",861996,epicmix
2441973,"1,454,197,354",861996,denverlife
2441973,"1,454,197,354",861996,ski
2441973,"1,454,460,300",878220899,snowday
2441973,"1,454,460,300",878220899,sloanslake
2441973,"1,454,460,300",878220899,colorado
2441973,"1,454,460,300",878220899,denversunset
2441973,"1,454,460,300",878220899,snowshoe
2441973,"1,454,460,300",878220899,denverlife
2441973,"1,454,782,261",215059060,hike
2441973,"1,454,782,261",215059060,colorado
2441973,"1,454,782,261",215059060,estespark
2441973,"1,454,782,261",215059060,ilovecolorado
2441973,"1,454,782,261",215059060,rockymountainnationalpark
2441973,"1,454,782,261",215059060,snowshoe
2441973,"1,454,782,261",215059060,weekends
2441973,"1,454,800,565",678910897,marionandmike
2441973,"1,454,800,565",678910897,hike
2441973,"1,454,800,565",678910897,coloradical
2441973,"1,454,800,565",678910897,grammasters3
2441973,"1,454,800,565",678910897,colorado
2441973,"1,454,800,565",678910897,ilovecolorado
2441973,"1,454,800,565",678910897,rockymountainnationalpark
2441973,"1,454,800,565",678910897,snowshoe
2441973,"1,454,800,565",678910897,dreamlake
2441973,"1,454,800,565",678910897,weekends
2441973,"1,454,800,565",678910897,frozenlake
2441973,"1,454,800,565",892285204,bearlaketrail
2441973,"1,454,800,565",892285204,coloradical
2441973,"1,454,800,565",892285204,colorado
2441973,"1,454,800,565",892285204,ilovecolorado
2441973,"1,454,800,565",892285204,rockymountainnationalpark
2441973,"1,454,800,565",892285204,nymphlake
2441973,"1,454,800,565",892285204,weekends
2441973,"1,454,800,565",892285204,bluesky
2441973,"1,454,800,574",215059060,bearlaketrail
2441973,"1,454,800,574",215059060,hike
2441973,"1,454,800,574",215059060,snowday
2441973,"1,454,800,574",215059060,coloradical
2441973,"1,454,800,574",215059060,colorado
2441973,"1,454,800,574",215059060,ilovecolorado
2441973,"1,454,800,574",215059060,rockymountainnationalpark
2441973,"1,454,800,574",215059060,snowshoe
2441973,"1,454,800,574",215059060,weekends
2441973,"1,454,800,582",892285204,hike
2441973,"1,454,800,582",892285204,coloradical
2441973,"1,454,800,582",892285204,snowday
2441973,"1,454,800,582",892285204,colorado
2441973,"1,454,800,582",892285204,ilovecolorado
2441973,"1,454,800,582",892285204,rockymountainnationalpark
2441973,"1,454,800,582",892285204,snowshoe
2441973,"1,454,800,582",892285204,bearlake
2441973,"1,454,800,582",892285204,weekends
2441973,"1,454,800,685",215059060,bearlaketrail
2441973,"1,454,800,685",215059060,hike
2441973,"1,454,800,685",215059060,coloradical
2441973,"1,454,800,685",215059060,snowday
2441973,"1,454,800,685",215059060,theview
2441973,"1,454,800,685",215059060,colorado
2441973,"1,454,800,685",215059060,ilovecolorado
2441973,"1,454,800,685",215059060,rockymountainnationalpark
2441973,"1,454,800,685",215059060,weekends
2441973,"1,454,800,685",215059060,bluesky
2441973,"1,454,802,448",215059060,bearlaketrail
2441973,"1,454,802,448",215059060,hike
2441973,"1,454,802,448",215059060,coloradical
2441973,"1,454,802,448",215059060,theview
2441973,"1,454,802,448",215059060,astis
2441973,"1,454,802,448",215059060,colorado
2441973,"1,454,802,448",215059060,ilovecolorado
2441973,"1,454,802,448",215059060,rockymountainnationalpark
2441973,"1,454,802,448",215059060,snowshoe
2441973,"1,454,802,448",215059060,weekends
2441973,"1,454,802,456",215059060,hike
2441973,"1,454,802,456",215059060,nofilter
2441973,"1,454,802,456",215059060,coloradical
2441973,"1,454,802,456",215059060,snowday
2441973,"1,454,802,456",215059060,theview
2441973,"1,454,802,456",215059060,colorado
2441973,"1,454,802,456",215059060,ilovecolorado
2441973,"1,454,802,456",215059060,rockymountainnationalpark
2441973,"1,454,802,456",215059060,snowshoe
2441973,"1,454,802,456",215059060,weekends
2441973,"1,454,805,244",301812752,coloradosunset
2441973,"1,454,805,244",301812752,theview
2441973,"1,454,805,244",301812752,colorado
2441973,"1,454,805,244",301812752,estespark
2441973,"1,454,805,244",301812752,ilovecolorado
2441973,"1,454,808,215",215059060,bearlaketrail
2441973,"1,454,808,215",215059060,coloradical
2441973,"1,454,808,215",215059060,theview
2441973,"1,454,808,215",215059060,astis
2441973,"1,454,808,215",215059060,colorado
2441973,"1,454,808,215",215059060,livinlifelivinfree
2441973,"1,454,808,215",215059060,estespark
2441973,"1,454,808,215",215059060,ilovecolorado
2441973,"1,454,808,215",215059060,rockymountainnationalpark
2441973,"1,454,808,215",215059060,snowshoe
2441973,"1,454,808,215",215059060,weekends
2441973,"1,454,823,633",11290,sounddonut
2441973,"1,454,823,633",11290,⭕️
2441973,"1,454,823,633",11290,colorado
2441973,"1,454,823,633",11290,mikegordon
2441973,"1,454,823,633",11290,ilovecolorado
